NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1415 Entries & Exits,1314 Entries & Exits,Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,
9610,GEA,Gretna Green,Scotland,Dumfries And Galloway,Dumfries And Galloway,UKM3,South Western Scotland,ScotRail,,,," 4,115 "," 15,759 ", 221 ," 20,095 "," 4,115 "," 15,759 ", 221 ," 20,095 "," 40,190 "," 37,950 ", -   ,0,0,,,
6276,GMD,Grimsby Docks,Yorkshire And The Humber,North East Lincolnshire,North East Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 1,506 ", 190 , 770 ," 2,466 "," 1,506 ", 190 , 770 ," 2,466 "," 4,932 "," 4,662 ", -   ,0,0,,,
6280,GMB,Grimsby Town,Yorkshire And The Humber,North East Lincolnshire,North East Lincolnshire,UKE1,East Riding and North Linconshire,First TransPennine Express,,,," 72,092 "," 145,223 "," 8,514 "," 225,829 "," 72,092 "," 145,223 "," 8,514 "," 225,829 "," 451,658 "," 427,390 "," 8,725 ",0,0,,,
2825,GRN,Grindleford,East Midlands,Derbyshire,Derbyshire Dales,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,," 12,759 "," 14,211 "," 2,073 "," 29,043 "," 12,759 "," 14,211 "," 2,073 "," 29,043 "," 58,086 "," 55,722 ", -   ,0,0,,,
8155,GMT,Grosmont,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,," 4,386 ", 916 ," 2,770 "," 8,072 "," 4,386 ", 916 ," 2,770 "," 8,072 "," 16,144 "," 17,912 ", -   ,0,0,,,
5139,GRP,Grove Park,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 234,650 "," 317,404 "," 576,956 "," 1,129,010 "," 234,650 "," 317,404 "," 576,956 "," 1,129,010 "," 2,258,020 "," 2,102,508 "," 877,056 ",0,0,,,
2955,GUI,Guide Bridge,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 30,425 "," 51,738 "," 58,129 "," 140,292 "," 30,425 "," 51,738 "," 58,129 "," 140,292 "," 280,584 "," 275,970 "," 7,061 ",0,0,,,
5631,GLD,Guildford,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,GUILDFORD BR,,," 1,102,553 "," 1,632,724 "," 1,310,064 "," 4,045,341 "," 1,102,553 "," 1,632,724 "," 1,310,064 "," 4,045,341 "," 8,090,682 "," 7,961,074 "," 1,096,982 ",0,0,,,
8567,GSY,Guiseley,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 200,725 "," 191,434 "," 227,780 "," 619,939 "," 200,725 "," 191,434 "," 227,780 "," 619,939 "," 1,239,878 "," 1,181,274 ", -   ,0,0,,,
5588,GUN,Gunnersbury,London,Greater London,Hounslow,UKI2,Outer London,London Underground,,,London Travelcard Area Station," 357,883 "," 281,156 "," 648,370 "," 1,287,409 "," 357,883 "," 281,156 "," 648,370 "," 1,287,409 "," 2,574,818 "," 2,386,408 ", -   ,0,0,,,
3563,GSL,Gunnislake,South West,Cornwall And Isles Of Scilly,Caradon,UKK3,Cornwall and Isles of Scilly,First Great Western,,,," 1,393 "," 22,471 "," 3,314 "," 27,178 "," 1,393 "," 22,471 "," 3,314 "," 27,178 "," 54,356 "," 54,864 ", -   ,0,0,,,
7299,GNT,Gunton,East,Norfolk,North Norfolk,UKH1,East Anglia,Abellio Greater Anglia,,,," 2,798 "," 4,161 "," 1,110 "," 8,069 "," 2,798 "," 4,161 "," 1,110 "," 8,069 "," 16,138 "," 17,290 ", -   ,0,0,,,
4300,GWE,Gwersyllt,Wales - Cymru,Wrexham - Wrecsam,Wrexham - Wrecsam,UKL2,East Wales,Arriva Trains Wales,,,," 17,301 "," 1,033 "," 1,635 "," 19,969 "," 17,301 "," 1,033 "," 1,635 "," 19,969 "," 39,938 "," 40,172 ", -   ,0,0,,,
7930,GYP,Gypsy Lane,North East,Redcar And Cleveland,Redcar And Cleveland,UKC1,Tees Valley and Durham,Northern Rail,,,," 10,663 "," 1,057 "," 1,479 "," 13,199 "," 10,663 "," 1,057 "," 1,479 "," 13,199 "," 26,398 "," 23,716 ", -   ,1,0,Improved service,,
6281,HAB,Habrough,Yorkshire And The Humber,North East Lincolnshire,North East Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 6,732 "," 7,256 "," 1,953 "," 15,941 "," 6,732 "," 7,256 "," 1,953 "," 15,941 "," 31,882 "," 30,710 ", 529 ,0,0,,,
5364,HCB,Hackbridge,London,Greater London,Sutton,UKI2,Outer London,Southern,,,London Travelcard Area Station," 100,760 "," 107,048 "," 291,654 "," 499,462 "," 100,760 "," 107,048 "," 291,654 "," 499,462 "," 998,924 "," 942,144 ", -   ,0,0,,,
6977,HKC,Hackney Central,London,Greater London,Hackney,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 549,046 "," 980,732 "," 1,324,237 "," 2,854,015 "," 549,046 "," 980,732 "," 1,324,237 "," 2,854,015 "," 5,708,030 "," 5,310,932 "," 584,225 ",0,0,,,
6867,HAC,Hackney Downs,London,Greater London,Hackney,UKI1,Inner London,Abellio Greater Anglia,,,London Travelcard Area Station," 220,635 "," 293,144 "," 568,086 "," 1,081,865 "," 220,635 "," 293,144 "," 568,086 "," 1,081,865 "," 2,163,730 "," 2,035,092 "," 897,109 ",0,0,,,
6978,HKW,Hackney Wick,London,Greater London,Hackney,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 196,378 "," 363,607 "," 277,224 "," 837,209 "," 196,378 "," 363,607 "," 277,224 "," 837,209 "," 1,674,418 "," 1,517,052 ", 418 ,1,0,High growth trend,,
3053,HDM,Haddenham & Thame Parkway,South East,Buckinghamshire,Aylesbury Vale,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 87,040 "," 100,086 "," 194,214 "," 381,340 "," 87,040 "," 100,086 "," 194,214 "," 381,340 "," 762,680 "," 715,194 ", -   ,0,0,,,
7300,HAD,Haddiscoe,East,Norfolk,South Norfolk,UKH1,East Anglia,Abellio Greater Anglia,,,," 2,003 "," 2,993 "," 1,420 "," 6,416 "," 2,003 "," 2,993 "," 1,420 "," 6,416 "," 12,832 "," 11,236 ", -   ,1,0,High growth trend,,
2896,HDF,Hadfield,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,," 30,968 "," 73,955 "," 80,456 "," 185,379 "," 30,968 "," 73,955 "," 80,456 "," 185,379 "," 370,758 "," 392,448 ", -   ,0,0,,,
6075,HDW,Hadley Wood,London,Greater London,Enfield,UKI2,Outer London,Govia Thameslink Railway,,,London Travelcard Area Station," 49,092 "," 58,005 "," 73,537 "," 180,634 "," 49,092 "," 58,005 "," 73,537 "," 180,634 "," 361,268 "," 327,786 ", -   ,1,0,Unclear - partially reverses drop in previous year,,
2585,HGF,Hag Fold,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 5,996 "," 12,811 "," 7,957 "," 26,764 "," 5,996 "," 12,811 "," 7,957 "," 26,764 "," 53,528 "," 52,618 ", -   ,0,0,,,
1022,HGG,Haggerston,London,Greater London,Hackney,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 361,567 "," 585,674 "," 235,832 "," 1,183,073 "," 361,567 "," 585,674 "," 235,832 "," 1,183,073 "," 2,366,146 "," 1,912,378 ", -   ,1,0,East London Line High Growth,,
4577,HAG,Hagley,West Midlands,Worcestershire,Bromsgrove,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,," 32,639 "," 27,583 "," 180,006 "," 240,228 "," 32,639 "," 27,583 "," 180,006 "," 240,228 "," 480,456 "," 489,934 ", -   ,0,0,,,
9810,HMY,Hairmyres,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 88,914 "," 116,459 "," 158,334 "," 363,707 "," 88,914 "," 116,459 "," 158,334 "," 363,707 "," 727,414 "," 692,092 ", -   ,0,0,,,
2845,HAL,Hale,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 20,244 "," 36,967 "," 25,582 "," 82,793 "," 20,244 "," 36,967 "," 25,582 "," 82,793 "," 165,586 "," 164,314 ", -   ,0,0,,,
7266,HAS,Halesworth,East,Suffolk,Waveney,UKH1,East Anglia,Abellio Greater Anglia,,,," 13,296 "," 29,783 "," 4,272 "," 47,351 "," 13,296 "," 29,783 "," 4,272 "," 47,351 "," 94,702 "," 93,962 ", -   ,0,0,,,
2295,HED,Halewood,North West,Merseyside,Knowsley,UKD5,Merseyside,Northern Rail,,Merseyside,," 9,395 "," 30,250 "," 17,008 "," 56,653 "," 9,395 "," 30,250 "," 17,008 "," 56,653 "," 113,306 "," 115,300 ", -   ,0,0,,,
8411,HFX,Halifax,Yorkshire And The Humber,West Yorkshire,Calderdale,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 270,956 "," 404,728 "," 292,198 "," 967,882 "," 270,956 "," 404,728 "," 292,198 "," 967,882 "," 1,935,764 "," 1,912,798 "," 47,260 ",0,0,,,
4521,HLG,Hall Green,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 44,075 "," 60,317 "," 88,255 "," 192,647 "," 44,075 "," 60,317 "," 88,255 "," 192,647 "," 385,294 "," 378,488 ", -   ,0,0,,,
2572,HID,Hall I' Th' Wood,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 20,950 "," 25,254 "," 23,694 "," 69,898 "," 20,950 "," 25,254 "," 23,694 "," 69,898 "," 139,796 "," 138,646 ", -   ,0,0,,,
2229,HLR,Hall Road,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,," 20,698 "," 83,505 "," 25,666 "," 129,869 "," 20,698 "," 83,505 "," 25,666 "," 129,869 "," 259,738 "," 247,266 ", -   ,0,0,,,
5173,HAI,Halling,South East,Medway,Medway,UKJ4,Kent,Southeastern,,,," 7,149 "," 7,927 "," 12,544 "," 27,620 "," 7,149 "," 7,927 "," 12,544 "," 27,620 "," 55,240 "," 48,070 ", -   ,1,0,Steady growth trend,,
7568,HWH,Haltwhistle,North East,Northumberland,Tynedale,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,," 10,344 "," 21,523 "," 5,287 "," 37,154 "," 10,344 "," 21,523 "," 5,287 "," 37,154 "," 74,308 "," 74,560 ", -   ,0,0,,,
5037,HMT,Ham Street,South East,Kent,Ashford,UKJ4,Kent,Southern,,,," 5,756 "," 14,439 "," 28,387 "," 48,582 "," 5,756 "," 14,439 "," 28,387 "," 48,582 "," 97,164 "," 100,312 ", -   ,0,0,,,
5947,HME,Hamble,South East,Hampshire,Eastleigh,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 20,342 "," 12,410 "," 26,551 "," 59,303 "," 20,342 "," 12,410 "," 26,551 "," 59,303 "," 118,606 "," 122,062 ", -   ,0,0,,,
9726,HNC,Hamilton Central,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,ScotRail,HAMILTON BR,Strathclyde,," 103,865 "," 208,637 "," 111,393 "," 423,895 "," 103,865 "," 208,637 "," 111,393 "," 423,895 "," 847,790 "," 815,324 "," 7,710 ",0,0,,,
9727,HNW,Hamilton West,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,ScotRail,HAMILTON BR,Strathclyde,," 121,550 "," 185,996 "," 165,559 "," 473,105 "," 121,550 "," 185,996 "," 165,559 "," 473,105 "," 946,210 "," 904,786 ", -   ,0,0,,,
8241,HMM,Hammerton,Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,," 5,022 "," 5,523 "," 3,064 "," 13,609 "," 5,022 "," 5,523 "," 3,064 "," 13,609 "," 27,218 "," 28,966 ", -   ,0,0,,,
5450,HMD,Hampden Park,South East,East Sussex,Eastbourne,UKJ2,"Surrey, East & West Sussex",Southern,,,," 59,304 "," 142,270 "," 95,241 "," 296,815 "," 59,304 "," 142,270 "," 95,241 "," 296,815 "," 593,630 "," 583,358 "," 84,869 ",0,0,,,
1413,HDH,Hampstead Heath,London,Greater London,Camden,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 352,472 "," 549,857 "," 750,688 "," 1,653,017 "," 352,472 "," 549,857 "," 750,688 "," 1,653,017 "," 3,306,034 "," 3,058,494 ", -   ,0,0,,,
5560,HMP,Hampton,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 150,716 "," 177,318 "," 305,127 "," 633,161 "," 150,716 "," 177,318 "," 305,127 "," 633,161 "," 1,266,322 "," 1,202,378 ", -   ,0,0,,,
5561,HMC,Hampton Court,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,London Travelcard Area Station," 249,282 "," 508,297 "," 534,257 "," 1,291,836 "," 249,282 "," 508,297 "," 534,257 "," 1,291,836 "," 2,583,672 "," 2,353,820 ", -   ,0,0,,,
5589,HMW,Hampton Wick,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 127,320 "," 164,845 "," 187,471 "," 479,636 "," 127,320 "," 164,845 "," 187,471 "," 479,636 "," 959,272 "," 926,966 ", -   ,0,0,,,
1033,HIA,Hampton-In-Arden,West Midlands,West Midlands,Solihull,UKG3,West Midlands,London Midland Trains,,West Midlands,," 14,476 "," 17,746 "," 30,473 "," 62,695 "," 14,476 "," 17,746 "," 30,473 "," 62,695 "," 125,390 "," 124,716 ", -   ,0,0,,,
1145,HSD,Hamstead,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 23,745 "," 33,872 "," 70,399 "," 128,016 "," 23,745 "," 33,872 "," 70,399 "," 128,016 "," 256,032 "," 251,300 ", -   ,0,0,,,
5940,HAM,Hamworthy,South West,Poole,Poole,UKK2,Dorset and Somerset,South West Trains,,,," 27,708 "," 32,978 "," 18,284 "," 78,970 "," 27,708 "," 32,978 "," 18,284 "," 78,970 "," 157,940 "," 158,554 ", -   ,0,0,,,
3007,HND,Hanborough,South East,Oxfordshire,West Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 33,247 "," 41,881 "," 46,656 "," 121,784 "," 33,247 "," 41,881 "," 46,656 "," 121,784 "," 243,568 "," 201,284 ", -   ,1,0,High growth trend,,
2767,HTH,Handforth,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,," 51,157 "," 41,114 "," 44,129 "," 136,400 "," 51,157 "," 41,114 "," 44,129 "," 136,400 "," 272,800 "," 269,632 ", -   ,0,0,,,
3191,HAN,Hanwell,London,Greater London,Ealing,UKI2,Outer London,First Great Western,,,London Travelcard Area Station," 60,583 "," 48,097 "," 116,065 "," 224,745 "," 60,583 "," 48,097 "," 116,065 "," 224,745 "," 449,490 "," 460,112 ", -   ,0,0,,,
2557,HPN,Hapton,North West,Lancashire,Burnley,UKD4,Lancashire,Northern Rail,,,," 6,622 "," 1,070 "," 1,422 "," 9,114 "," 6,622 "," 1,070 "," 1,422 "," 9,114 "," 18,228 "," 19,144 ", -   ,0,0,,,
4458,HRL,Harlech,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 21,272 "," 4,812 "," 26,678 "," 52,762 "," 21,272 "," 4,812 "," 26,678 "," 52,762 "," 105,524 "," 97,598 ", -   ,0,0,,,
1521,HDN,Harlesden,London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station," 100,483 "," 149,654 "," 290,045 "," 540,182 "," 100,483 "," 149,654 "," 290,045 "," 540,182 "," 1,080,364 "," 1,020,620 ", -   ,0,0,,,
7374,HRD,Harling Road,East,Norfolk,Breckland,UKH1,East Anglia,Abellio Greater Anglia,,,, 520 , 149 , 977 ," 1,646 ", 520 , 149 , 977 ," 1,646 "," 3,292 "," 3,222 ", -   ,0,0,,,
1533,HLN,Harlington,East,Bedfordshire,Mid Bedfordshire,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,,,," 29,186 "," 65,129 "," 68,228 "," 162,543 "," 29,186 "," 65,129 "," 68,228 "," 162,543 "," 325,086 "," 313,748 ", -   ,0,0,,,
6804,HWM,Harlow Mill,East,Essex,Harlow,UKH3,Essex,Abellio Greater Anglia,,,," 27,246 "," 22,979 "," 50,806 "," 101,031 "," 27,246 "," 22,979 "," 50,806 "," 101,031 "," 202,062 "," 194,144 ", -   ,0,0,,,
6827,HWN,Harlow Town,East,Essex,Harlow,UKH3,Essex,Abellio Greater Anglia,,,," 240,457 "," 344,706 "," 310,563 "," 895,726 "," 240,457 "," 344,706 "," 310,563 "," 895,726 "," 1,791,452 "," 1,700,152 ", -   ,0,0,,,
6879,HRO,Harold Wood,London,Greater London,Havering,UKI2,Outer London,Abellio Greater Anglia,,,London Travelcard Area Station," 273,142 "," 452,051 "," 844,843 "," 1,570,036 "," 273,142 "," 452,051 "," 844,843 "," 1,570,036 "," 3,140,072 "," 2,917,788 ", -   ,0,0,,,
1543,HPD,Harpenden,East,Hertfordshire,St. Albans,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,,,," 263,455 "," 561,543 "," 832,947 "," 1,657,945 "," 263,455 "," 561,543 "," 832,947 "," 1,657,945 "," 3,315,890 "," 3,182,294 ", 240 ,0,0,,,
5140,HRM,Harrietsham,South East,Kent,Maidstone,UKJ4,Kent,Southeastern,,,," 8,560 "," 9,166 "," 19,480 "," 37,206 "," 8,560 "," 9,166 "," 19,480 "," 37,206 "," 74,412 "," 72,334 ", -   ,0,0,,,
6012,HGY,Harringay,London,Greater London,Haringey,UKI1,Inner London,Govia Thameslink Railway,,,London Travelcard Area Station," 130,880 "," 146,647 "," 352,617 "," 630,144 "," 130,880 "," 146,647 "," 352,617 "," 630,144 "," 1,260,288 "," 1,185,490 ", -   ,0,0,,,
7401,HRY,Harringay Green Lanes,London,Greater London,Haringey,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 121,601 "," 232,693 "," 291,973 "," 646,267 "," 121,601 "," 232,693 "," 291,973 "," 646,267 "," 1,292,534 "," 1,189,990 ", -   ,0,0,,,
2027,HRR,Harrington,North West,Cumbria,Allerdale,UKD1,Cumbria,Northern Rail,,,," 6,602 "," 2,398 "," 3,757 "," 12,757 "," 6,602 "," 2,398 "," 3,757 "," 12,757 "," 25,514 "," 22,870 ", -   ,1,0,Possibly tourist traffic,,
8213,HGT,Harrogate,Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,," 250,089 "," 395,302 "," 146,914 "," 792,305 "," 250,089 "," 395,302 "," 146,914 "," 792,305 "," 1,584,610 "," 1,442,226 ", 278 ,0,0,,,
1397,HRW,Harrow & Wealdstone,London,Greater London,Harrow,UKI2,Outer London,London Underground,,,London Travelcard Area Station," 414,504 "," 765,104 "," 364,488 "," 1,544,096 "," 414,504 "," 765,104 "," 364,488 "," 1,544,096 "," 3,088,192 "," 2,853,282 "," 348,205 ",0,0,,,
598,HOH,Harrow-On-The-Hill,London,Greater London,Harrow,UKI2,Outer London,London Underground,,,London Travelcard Area Station," 425,273 "," 449,571 "," 88,084 "," 962,928 "," 425,273 "," 449,571 "," 88,084 "," 962,928 "," 1,925,856 "," 1,396,730 ", -   ,1,0,Underestimation of PAYG demand in 2013/14,,
2230,HTF,Hartford,North West,Cheshire,Vale Royal,UKD2,Cheshire,London Midland Trains,,,," 39,125 "," 68,044 "," 13,477 "," 120,646 "," 39,125 "," 68,044 "," 13,477 "," 120,646 "," 241,292 "," 229,570 ", -   ,0,0,,,
4579,HBY,Hartlebury,West Midlands,Worcestershire,Wychavon,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,," 5,917 "," 2,147 "," 11,611 "," 19,675 "," 5,917 "," 2,147 "," 11,611 "," 19,675 "," 39,350 "," 22,122 ", -   ,1,0,Likely demand ramp up following Dec 2013 timetable improvements,,
8009,HPL,Hartlepool,North East,Hartlepool,Hartlepool,UKC1,Tees Valley and Durham,Northern Rail,,,," 123,735 "," 136,794 "," 47,544 "," 308,073 "," 123,735 "," 136,794 "," 47,544 "," 308,073 "," 616,146 "," 573,852 "," 1,220 ",0,0,,,
9246,HTW,Hartwood,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 2,473 "," 3,365 "," 2,755 "," 8,593 "," 2,473 "," 3,365 "," 2,755 "," 8,593 "," 17,186 "," 15,486 ", -   ,1,0,Unclear - reverses decline in previous year,,
6902,HPQ,Harwich International,East,Essex,Tendring,UKH3,Essex,Abellio Greater Anglia,,,," 13,872 "," 26,491 "," 9,947 "," 50,310 "," 13,872 "," 26,491 "," 9,947 "," 50,310 "," 100,620 "," 102,792 ", -   ,0,0,,,
6905,HWC,Harwich Town,East,Essex,Tendring,UKH3,Essex,Abellio Greater Anglia,,,," 10,533 "," 28,271 "," 36,525 "," 75,329 "," 10,533 "," 28,271 "," 36,525 "," 75,329 "," 150,658 "," 155,938 ", -   ,0,0,,,
5633,HSL,Haslemere,South East,Surrey,Waverley,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 142,210 "," 284,800 "," 465,671 "," 892,681 "," 142,210 "," 284,800 "," 465,671 "," 892,681 "," 1,785,362 "," 1,731,616 "," 103,349 ",0,0,,,
5489,HSK,Hassocks,South East,West Sussex,Mid Sussex,UKJ2,"Surrey, East & West Sussex",Southern,,,," 80,658 "," 210,182 "," 381,351 "," 672,191 "," 80,658 "," 210,182 "," 381,351 "," 672,191 "," 1,344,382 "," 1,317,834 ", -   ,0,0,,,
5219,HGS,Hastings,South East,East Sussex,Hastings,UKJ2,"Surrey, East & West Sussex",Southeastern,,,," 132,317 "," 547,885 "," 443,584 "," 1,123,786 "," 132,317 "," 547,885 "," 443,584 "," 1,123,786 "," 2,247,572 "," 2,068,656 "," 31,276 ",0,0,,,
1398,HTE,Hatch End,London,Greater London,Harrow,UKI2,Outer London,London Overground,,,London Travelcard Area Station," 82,531 "," 343,342 "," 124,574 "," 550,447 "," 82,531 "," 343,342 "," 124,574 "," 550,447 "," 1,100,894 "," 962,868 ", -   ,1,0,High growth trend,,
6070,HAT,Hatfield,East,Hertfordshire,Welwyn Hatfield,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,,,," 299,632 "," 443,569 "," 323,841 "," 1,067,042 "," 299,632 "," 443,569 "," 323,841 "," 1,067,042 "," 2,134,084 "," 2,085,134 ", -   ,0,0,,,
6528,HFS,Hatfield & Stainforth,Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 18,614 "," 17,664 "," 9,698 "," 45,976 "," 18,614 "," 17,664 "," 9,698 "," 45,976 "," 91,952 "," 69,454 "," 3,352 ",1,0,Recovery from Hatfield Colliery Landslip in previous year,,
6845,HAP,Hatfield Peverel,East,Essex,Braintree,UKH3,Essex,Abellio Greater Anglia,,,," 21,757 "," 34,805 "," 151,045 "," 207,607 "," 21,757 "," 34,805 "," 151,045 "," 207,607 "," 415,214 "," 408,896 ", -   ,0,0,,,
2826,HSG,Hathersage,East Midlands,Derbyshire,Derbyshire Dales,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,," 13,809 "," 15,619 "," 1,276 "," 30,704 "," 13,809 "," 15,619 "," 1,276 "," 30,704 "," 61,408 "," 60,550 ", -   ,0,0,,,
2604,HTY,Hattersley,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 5,618 "," 13,764 "," 6,609 "," 25,991 "," 5,618 "," 13,764 "," 6,609 "," 25,991 "," 51,982 "," 56,228 ", -   ,0,0,,,
4594,HTN,Hatton,West Midlands,Warwickshire,Warwick,UKG1,"Herefordshire, Worcestershire and Warwickshire",Chiltern Railways,,,," 5,735 "," 2,698 "," 11,814 "," 20,247 "," 5,735 "," 2,698 "," 11,814 "," 20,247 "," 40,494 "," 42,330 ", -   ,0,0,,,
5532,HAV,Havant,South East,Hampshire,Havant,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 290,320 "," 476,495 "," 409,086 "," 1,175,901 "," 290,320 "," 476,495 "," 409,086 "," 1,175,901 "," 2,351,802 "," 2,203,116 "," 328,338 ",0,0,,,
6260,HVN,Havenhouse,East Midlands,Lincolnshire,East Lindsey,UKF3,Lincolnshire,East Midlands Trains,,,, 74 , 9 , -   , 83 , 74 , 9 , -   , 83 , 166 , 278 , -   ,0,1,Very small station,,
4079,HVF,Haverfordwest,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 37,973 "," 31,802 ", 335 ," 70,110 "," 37,973 "," 31,802 ", 335 ," 70,110 "," 140,220 "," 135,722 ", -   ,0,0,,,
2428,HWD,Hawarden,Wales - Cymru,Flintshire - Sir Y Fflint,Flintshire - Sir Y Fflint,UKL2,East Wales,Arriva Trains Wales,,,," 14,922 "," 1,569 "," 1,720 "," 18,211 "," 14,922 "," 1,569 "," 1,720 "," 18,211 "," 36,422 "," 39,932 ", -   ,0,0,,,
2146,HWB,Hawarden Bridge,Wales - Cymru,Flintshire - Sir Y Fflint,Flintshire - Sir Y Fflint,UKL2,East Wales,Arriva Trains Wales,,,," 1,328 ", 786 , 322 ," 2,436 "," 1,328 ", 786 , 322 ," 2,436 "," 4,872 "," 4,088 ", -   ,0,0,,,
9634,HKH,Hawkhead,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 21,218 "," 34,983 "," 35,720 "," 91,921 "," 21,218 "," 34,983 "," 35,720 "," 91,921 "," 183,842 "," 167,292 ", -   ,0,0,,,
7569,HDB,Haydon Bridge,North East,Northumberland,Tynedale,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,," 5,883 "," 8,338 "," 5,237 "," 19,458 "," 5,883 "," 8,338 "," 5,237 "," 19,458 "," 38,916 "," 40,130 ", -   ,0,0,,,
5289,HYR,Haydons Road,London,Greater London,Merton,UKI2,Outer London,Govia Thameslink Railway,,,London Travelcard Area Station," 52,518 "," 45,816 "," 182,719 "," 281,053 "," 52,518 "," 45,816 "," 182,719 "," 281,053 "," 562,106 "," 532,338 ", -   ,0,0,,,
3186,HAY,Hayes & Harlington,London,Greater London,Hillingdon,UKI2,Outer London,First Great Western,,,London Travelcard Area Station," 424,249 "," 616,424 "," 522,303 "," 1,562,976 "," 424,249 "," 616,424 "," 522,303 "," 1,562,976 "," 3,125,952 "," 2,920,078 "," 117,105 ",0,0,,,
5050,HYS,Hayes (Kent),London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 123,151 "," 148,402 "," 367,291 "," 638,844 "," 123,151 "," 148,402 "," 367,291 "," 638,844 "," 1,277,688 "," 1,233,248 ", -   ,0,0,,,
3513,HYL,Hayle,South West,Cornwall And Isles Of Scilly,Penwith,UKK3,Cornwall and Isles of Scilly,First Great Western,,,," 3,460 "," 32,809 "," 7,705 "," 43,974 "," 3,460 "," 32,809 "," 7,705 "," 43,974 "," 87,948 "," 90,810 ", -   ,0,0,,,
