NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1415 Entries & Exits,1314 Entries & Exits,Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,
5667,AFS,Ashford (Middlesex),South East,Surrey,Spelthorne,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 125,728 "," 127,954 "," 268,312 "," 521,994 "," 125,728 "," 127,954 "," 268,312 "," 521,994 "," 1,043,988 "," 975,950 ", -   ,0,0,,,
5004,AFK,Ashford International,South East,Kent,Ashford,UKJ4,Kent,Southeastern,,,," 287,399 "," 735,457 "," 784,539 "," 1,807,395 "," 287,399 "," 735,457 "," 784,539 "," 1,807,395 "," 3,614,790 "," 3,481,084 "," 834,963 ",0,0,,,
2850,ASY,Ashley,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,," 1,268 "," 1,502 ", 411 ," 3,181 "," 1,268 "," 1,502 ", 411 ," 3,181 "," 6,362 "," 5,856 ", -   ,0,0,,,
5347,AHD,Ashtead,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",Southern,,,," 159,492 "," 177,233 "," 311,492 "," 648,217 "," 159,492 "," 177,233 "," 311,492 "," 648,217 "," 1,296,434 "," 1,249,748 ", -   ,0,0,,,
2790,AHN,Ashton-Under-Lyne,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 39,190 "," 94,839 "," 55,992 "," 190,021 "," 39,190 "," 94,839 "," 55,992 "," 190,021 "," 380,042 "," 470,580 ", -   ,1,0,May be linked to a reduction in services following the May 2014 timetable change,https://en.wikipedia.org/wiki/Ashton-under-Lyne_railway_station ,
5398,AHS,Ashurst,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southern,,,," 2,235 "," 4,462 "," 5,065 "," 11,762 "," 2,235 "," 4,462 "," 5,065 "," 11,762 "," 23,524 "," 24,630 ", -   ,0,0,,,
5906,ANF,Ashurst New Forest,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 14,386 "," 18,891 "," 28,789 "," 62,066 "," 14,386 "," 18,891 "," 28,789 "," 62,066 "," 124,132 "," 117,340 ", -   ,0,0,,,
6083,AWM,Ashwell & Morden,East,Cambridgeshire,South Cambridgeshire,UKH1,East Anglia,Govia Thameslink Railway,,,," 15,223 "," 12,103 "," 41,993 "," 69,319 "," 15,223 "," 12,103 "," 41,993 "," 69,319 "," 138,638 "," 131,148 ", -   ,0,0,,,
1953,ASK,Askam,North West,Cumbria,Barrow-In-Furness,UKD1,Cumbria,Northern Rail,,,," 18,799 ", 511 ," 12,516 "," 31,826 "," 18,799 ", 511 ," 12,516 "," 31,826 "," 63,652 "," 63,186 ", -   ,0,0,,,
6233,ALK,Aslockton,East Midlands,Nottinghamshire,Rushcliffe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 3,891 "," 3,876 "," 3,346 "," 11,113 "," 3,891 "," 3,876 "," 3,346 "," 11,113 "," 22,226 "," 21,102 ", -   ,0,0,,,
2095,ASP,Aspatria,North West,Cumbria,Allerdale,UKD1,Cumbria,Northern Rail,,,," 8,533 "," 3,219 "," 2,089 "," 13,841 "," 8,533 "," 3,219 "," 2,089 "," 13,841 "," 27,682 "," 26,176 ", -   ,0,0,,,
1380,APG,Aspley Guise,East,Bedfordshire,Mid Bedfordshire,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,, 862 ," 2,001 "," 2,180 "," 5,043 ", 862 ," 2,001 "," 2,180 "," 5,043 "," 10,086 "," 12,884 ", -   ,1,0,Volatile usage,,
1004,AST,Aston,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 50,192 "," 84,588 "," 109,958 "," 244,738 "," 50,192 "," 84,588 "," 109,958 "," 244,738 "," 489,476 "," 484,232 "," 48,373 ",0,0,,,
1074,ATH,Atherstone,West Midlands,Warwickshire,North Warwickshire,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,," 26,856 "," 21,714 "," 11,812 "," 60,382 "," 26,856 "," 21,714 "," 11,812 "," 60,382 "," 120,764 "," 99,974 ", -   ,1,0,High growth trend,,
2584,ATN,Atherton,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 39,308 "," 78,493 "," 103,114 "," 220,915 "," 39,308 "," 78,493 "," 103,114 "," 220,915 "," 441,830 "," 433,766 ", -   ,0,0,,,
8608,ATT,Attadale,Scotland,Highland,Highland,UKM4,Highlands and Islands,ScotRail,,,, 217 , 175 , -   , 392 , 217 , 175 , -   , 392 , 784 , 998 , -   ,0,0,,,
1624,ATB,Attenborough,East Midlands,Nottinghamshire,Broxtowe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 35,822 "," 5,870 "," 14,574 "," 56,266 "," 35,822 "," 5,870 "," 14,574 "," 56,266 "," 112,532 "," 94,756 ", -   ,1,0,Reason for change unclear,,
7367,ATL,Attleborough,East,Norfolk,Breckland,UKH1,East Anglia,Abellio Greater Anglia,,,," 23,717 "," 34,729 "," 18,468 "," 76,914 "," 23,717 "," 34,729 "," 18,468 "," 76,914 "," 153,828 "," 154,172 ", -   ,0,0,,,
9457,AUK,Auchinleck,Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 10,194 "," 15,257 "," 5,878 "," 31,329 "," 10,194 "," 15,257 "," 5,878 "," 31,329 "," 62,658 "," 55,966 ", -   ,1,0,Unclear - reverses decline in previous year,,
7017,AUD,Audley End,East,Essex,Uttlesford,UKH3,Essex,Abellio Greater Anglia,,,," 78,387 "," 142,767 "," 218,219 "," 439,373 "," 78,387 "," 142,767 "," 218,219 "," 439,373 "," 878,746 "," 838,804 "," 6,887 ",0,0,,,
2215,AUG,Aughton Park,North West,Lancashire,West Lancashire,UKD4,Lancashire,Merseyrail,,,," 21,704 "," 40,689 "," 29,277 "," 91,670 "," 21,704 "," 40,689 "," 29,277 "," 91,670 "," 183,340 "," 179,740 ", -   ,0,0,,,
8610,AVM,Aviemore,Scotland,Highland,Highland,UKM4,Highlands and Islands,ScotRail,,,," 29,534 "," 43,029 "," 2,799 "," 75,362 "," 29,534 "," 43,029 "," 2,799 "," 75,362 "," 150,724 "," 141,318 ", 37 ,0,0,,,
3265,AVF,Avoncliff,South West,Wiltshire,West Wiltshire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 4,985 "," 4,253 ", 478 ," 9,716 "," 4,985 "," 4,253 ", 478 ," 9,716 "," 19,432 "," 19,394 ", -   ,0,0,,,
3200,AVN,Avonmouth,South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 41,873 "," 4,204 "," 13,885 "," 59,962 "," 41,873 "," 4,204 "," 13,885 "," 59,962 "," 119,924 "," 111,440 ", -   ,0,0,,,
5714,AXM,Axminster,South West,Devon,East Devon,UKK4,Devon,South West Trains,,,," 19,324 "," 123,118 "," 50,671 "," 193,113 "," 19,324 "," 123,118 "," 50,671 "," 193,113 "," 386,226 "," 355,710 ", -   ,0,0,,,
1492,AYS,Aylesbury,South East,Buckinghamshire,Aylesbury Vale,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 158,271 "," 191,377 "," 217,463 "," 567,111 "," 158,271 "," 191,377 "," 217,463 "," 567,111 "," 1,134,222 "," 1,104,398 "," 3,689 ",0,0,,,
1090,AVP,Aylesbury Vale Parkway,South East,Buckinghamshire,Aylesbury Vale,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 12,981 "," 15,434 "," 35,907 "," 64,322 "," 12,981 "," 15,434 "," 35,907 "," 64,322 "," 128,644 "," 100,886 ", -   ,1,0,High growth trend,,
5162,AYL,Aylesford,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,," 18,579 "," 14,849 "," 24,525 "," 57,953 "," 18,579 "," 14,849 "," 24,525 "," 57,953 "," 115,906 "," 112,666 ", -   ,0,0,,,
5197,AYH,Aylesham,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,," 11,974 "," 17,217 "," 11,223 "," 40,414 "," 11,974 "," 17,217 "," 11,223 "," 40,414 "," 80,828 "," 68,376 ", -   ,1,0,Possibly related to HS1 demand,,
9463,AYR,Ayr,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 227,417 "," 403,371 "," 155,303 "," 786,091 "," 227,417 "," 403,371 "," 155,303 "," 786,091 "," 1,572,182 "," 1,476,424 "," 50,474 ",0,0,,,
2187,BAC,Bache,North West,Cheshire,Chester,UKD2,Cheshire,Merseyrail,,,," 66,306 "," 94,072 "," 23,740 "," 184,118 "," 66,306 "," 94,072 "," 23,740 "," 184,118 "," 368,236 "," 321,052 ", -   ,1,0,High growth trend,,
4186,BAJ,Baglan,Wales - Cymru,Neath Port Talbot - Castell-Nedd Port Talbot,Neath Port Talbot - Castell-Nedd Port Talbot,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 6,981 "," 2,338 "," 4,436 "," 13,755 "," 6,981 "," 2,338 "," 4,436 "," 13,755 "," 27,510 "," 22,552 ", -   ,1,0,Reason for change unclear - no ticket office,,
5681,BAG,Bagshot,South East,Surrey,Surrey Heath,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 30,545 "," 25,398 "," 27,505 "," 83,448 "," 30,545 "," 25,398 "," 27,505 "," 83,448 "," 166,896 "," 165,174 ", -   ,0,0,,,
8552,BLD,Baildon,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 51,984 "," 29,507 "," 43,932 "," 125,423 "," 51,984 "," 29,507 "," 43,932 "," 125,423 "," 250,846 "," 216,490 ", -   ,1,0,Fairly strong growth across Airedale/Wharfdale lines,,
9763,BIO,Baillieston,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 17,934 "," 23,753 "," 14,748 "," 56,435 "," 17,934 "," 23,753 "," 14,748 "," 56,435 "," 112,870 "," 111,966 ", -   ,0,0,,,
5492,BAB,Balcombe,South East,West Sussex,Mid Sussex,UKJ2,"Surrey, East & West Sussex",Southern,,,," 11,534 "," 21,356 "," 31,480 "," 64,370 "," 11,534 "," 21,356 "," 31,480 "," 64,370 "," 128,740 "," 124,892 ", -   ,0,0,,,
6084,BDK,Baldock,East,Hertfordshire,North Hertfordshire,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,,,," 82,063 "," 107,926 "," 121,960 "," 311,949 "," 82,063 "," 107,926 "," 121,960 "," 311,949 "," 623,898 "," 568,182 ", -   ,0,0,,,
5399,BAL,Balham,London,Greater London,Wandsworth,UKI1,Inner London,Southern,,,London Travelcard Area Station," 780,875 "," 1,239,687 "," 1,801,337 "," 3,821,899 "," 780,875 "," 1,239,687 "," 1,801,337 "," 3,821,899 "," 7,643,798 "," 6,916,220 "," 372,421 ",1,0,Underestimation of PAYG demand in 2013/14,,
9862,BHC,Balloch,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 65,283 "," 146,852 "," 64,668 "," 276,803 "," 65,283 "," 146,852 "," 64,668 "," 276,803 "," 553,606 "," 516,450 ", -   ,0,0,,,
9013,BSI,Balmossie,Scotland,Angus,Angus,UKM2,Eastern Scotland,ScotRail,,,, 100 , 20 , 426 , 546 , 100 , 20 , 426 , 546 ," 1,092 "," 1,446 ", -   ,0,0,,,
2561,BMB,Bamber Bridge,North West,Lancashire,South Ribble,UKD4,Lancashire,Northern Rail,,,," 26,471 "," 5,690 "," 9,425 "," 41,586 "," 26,471 "," 5,690 "," 9,425 "," 41,586 "," 83,172 "," 88,540 ", -   ,0,0,,,
2820,BAM,Bamford,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,," 6,631 "," 6,679 "," 1,004 "," 14,314 "," 6,631 "," 6,679 "," 1,004 "," 14,314 "," 28,628 "," 27,774 ", -   ,0,0,,,
8839,BNV,Banavie,Scotland,Highland,Highland,UKM4,Highlands and Islands,ScotRail,,,," 1,322 "," 1,637 ", -   ," 2,959 "," 1,322 "," 1,637 ", -   ," 2,959 "," 5,918 "," 5,672 ", -   ,0,0,,,
4502,BAN,Banbury,South East,Oxfordshire,Cherwell,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 281,505 "," 551,373 "," 335,548 "," 1,168,426 "," 281,505 "," 551,373 "," 335,548 "," 1,168,426 "," 2,336,852 "," 2,180,646 "," 362,072 ",0,0,,,
2471,BNG,Bangor (Gwynedd),Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 100,228 "," 212,113 "," 23,044 "," 335,385 "," 100,228 "," 212,113 "," 23,044 "," 335,385 "," 670,770 "," 662,970 "," 1,511 ",0,0,,,
2238,BAH,Bank Hall,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,," 20,158 "," 36,832 "," 22,729 "," 79,719 "," 20,158 "," 36,832 "," 22,729 "," 79,719 "," 159,438 "," 160,876 ", -   ,0,0,,,
5348,BAD,Banstead,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station," 23,593 "," 17,952 "," 27,788 "," 69,333 "," 23,593 "," 17,952 "," 27,788 "," 69,333 "," 138,666 "," 131,382 ", -   ,0,0,,,
9466,BSS,Barassie,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 21,761 "," 35,726 "," 25,668 "," 83,155 "," 21,761 "," 35,726 "," 25,668 "," 83,155 "," 166,310 "," 154,304 ", -   ,0,0,,,
7563,BLL,Bardon Mill,North East,Northumberland,Tynedale,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,," 1,870 "," 2,321 ", 473 ," 4,664 "," 1,870 "," 2,321 ", 473 ," 4,664 "," 9,328 "," 8,150 ", -   ,0,0,,,
2690,BAR,Bare Lane,North West,Lancashire,Lancaster,UKD4,Lancashire,Northern Rail,,,," 55,856 "," 6,924 "," 29,135 "," 91,915 "," 55,856 "," 6,924 "," 29,135 "," 91,915 "," 183,830 "," 167,726 ", -   ,0,0,,,
9764,BGI,Bargeddie,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 12,964 "," 17,355 "," 12,615 "," 42,934 "," 12,964 "," 17,355 "," 12,615 "," 42,934 "," 85,868 "," 88,012 ", -   ,0,0,,,
4011,BGD,Bargoed,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 68,774 "," 6,651 "," 35,722 "," 111,147 "," 68,774 "," 6,651 "," 35,722 "," 111,147 "," 222,294 "," 208,994 ", -   ,0,0,,,
7492,BKG,Barking,London,Greater London,Barking And Dagenham,UKI2,Outer London,c2c,,,London Travelcard Area Station," 1,312,501 "," 2,030,518 "," 1,494,487 "," 4,837,506 "," 1,312,501 "," 2,030,518 "," 1,494,487 "," 4,837,506 "," 9,675,012 "," 8,330,632 "," 649,314 ",1,0,Underestimation of PAYG demand in 2013/14,,
5133,BMG,Barming,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,," 17,107 "," 17,621 "," 30,235 "," 64,963 "," 17,107 "," 17,621 "," 30,235 "," 64,963 "," 129,926 "," 127,656 ", -   ,0,0,,,
4445,BRM,Barmouth,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 59,553 "," 17,486 "," 9,597 "," 86,636 "," 59,553 "," 17,486 "," 9,597 "," 86,636 "," 173,272 "," 150,288 ", -   ,1,0,Cambrian Coast Line. closed at start of 14/15 FY north of Harlech - reopened Sep 2014,,
5089,BNH,Barnehurst,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 143,022 "," 240,130 "," 505,749 "," 888,901 "," 143,022 "," 240,130 "," 505,749 "," 888,901 "," 1,777,802 "," 1,695,802 ", -   ,0,0,,,
5551,BNS,Barnes,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 288,410 "," 342,746 "," 512,013 "," 1,143,169 "," 288,410 "," 342,746 "," 512,013 "," 1,143,169 "," 2,286,338 "," 2,106,180 "," 31,473 ",0,0,,,
5580,BNI,Barnes Bridge,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 119,429 "," 122,803 "," 139,712 "," 381,944 "," 119,429 "," 122,803 "," 139,712 "," 381,944 "," 763,888 "," 710,756 ", -   ,0,0,,,
6406,BTB,Barnetby,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,First TransPennine Express,,,," 6,574 "," 22,773 "," 4,274 "," 33,621 "," 6,574 "," 22,773 "," 4,274 "," 33,621 "," 67,242 "," 61,438 "," 4,309 ",0,0,,,
5252,BAA,Barnham,South East,West Sussex,Arun,UKJ2,"Surrey, East & West Sussex",Southern,,,," 78,225 "," 176,722 "," 252,880 "," 507,827 "," 78,225 "," 176,722 "," 252,880 "," 507,827 "," 1,015,654 "," 995,262 "," 922,346 ",0,0,,,
9973,BNL,Barnhill,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 11,770 "," 14,887 "," 9,851 "," 36,508 "," 11,770 "," 14,887 "," 9,851 "," 36,508 "," 73,016 "," 73,612 ", -   ,0,0,,,
6774,BNY,Barnsley,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 249,821 "," 302,354 "," 198,845 "," 751,020 "," 249,821 "," 302,354 "," 198,845 "," 751,020 "," 1,502,040 "," 1,349,964 "," 23,981 ",1,0,Reverses decline in previous year,,
5725,BNP,Barnstaple,South West,Devon,North Devon,UKK4,Devon,First Great Western,,,," 10,122 "," 175,589 "," 27,986 "," 213,697 "," 10,122 "," 175,589 "," 27,986 "," 213,697 "," 427,394 "," 384,234 ", -   ,1,0,Likely tourist traffic,,
1096,BTG,Barnt Green,West Midlands,Worcestershire,Bromsgrove,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,," 40,400 "," 28,569 "," 56,661 "," 125,630 "," 40,400 "," 28,569 "," 56,661 "," 125,630 "," 251,260 "," 260,706 "," 36,517 ",0,0,,,
9674,BRR,Barrhead,Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 81,759 "," 123,096 "," 135,281 "," 340,136 "," 81,759 "," 123,096 "," 135,281 "," 340,136 "," 680,272 "," 655,516 ", -   ,0,0,,,
9467,BRL,Barrhill,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 1,708 "," 3,800 ", -   ," 5,508 "," 1,708 "," 3,800 ", -   ," 5,508 "," 11,016 "," 11,214 ", -   ,0,0,,,
6212,BAV,Barrow Haven,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,, 750 , 69 , -   , 819 , 750 , 69 , -   , 819 ," 1,638 "," 2,128 ", -   ,0,0,,,
1954,BIF,Barrow-In-Furness,North West,Cumbria,Barrow-In-Furness,UKD1,Cumbria,First TransPennine Express,,,," 162,083 "," 105,744 "," 57,085 "," 324,912 "," 162,083 "," 105,744 "," 57,085 "," 324,912 "," 649,824 "," 631,062 "," 14,521 ",0,0,,,
1903,BWS,Barrow-Upon-Soar,East Midlands,Leicestershire,Charnwood,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,," 14,267 "," 12,487 "," 19,751 "," 46,505 "," 14,267 "," 12,487 "," 19,751 "," 46,505 "," 93,010 "," 89,374 ", -   ,0,0,,,
3805,BRY,Barry,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,," 149,769 "," 20,003 "," 95,793 "," 265,565 "," 149,769 "," 20,003 "," 95,793 "," 265,565 "," 531,130 "," 559,104 "," 3,238 ",0,0,,,
3806,BYD,Barry Docks,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,," 67,799 "," 5,664 "," 29,150 "," 102,613 "," 67,799 "," 5,664 "," 29,150 "," 102,613 "," 205,226 "," 203,624 ", -   ,0,0,,,
3807,BYI,Barry Island,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,," 130,196 "," 20,996 "," 152,910 "," 304,102 "," 130,196 "," 20,996 "," 152,910 "," 304,102 "," 608,204 "," 621,224 ", -   ,0,0,,,
9020,BYL,Barry Links,Scotland,Angus,Angus,UKM2,Eastern Scotland,ScotRail,,,, 30 , -   , -   , 30 , 30 , -   , -   , 30 , 60 , 40 , -   ,0,1,Very small station,,
6207,BAU,Barton-On-Humber,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 18,160 "," 2,528 "," 1,195 "," 21,883 "," 18,160 "," 2,528 "," 1,195 "," 21,883 "," 43,766 "," 42,950 ", -   ,0,0,,,
7494,BSO,Basildon,East,Essex,Basildon,UKH3,Essex,c2c,,,," 411,259 "," 343,011 "," 650,786 "," 1,405,056 "," 411,259 "," 343,011 "," 650,786 "," 1,405,056 "," 2,810,112 "," 2,764,400 ", -   ,0,0,,,
5520,BSK,Basingstoke,South East,Hampshire,Basingstoke And Deane,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 585,717 "," 1,077,508 "," 1,117,482 "," 2,780,707 "," 585,717 "," 1,077,508 "," 1,117,482 "," 2,780,707 "," 5,561,414 "," 5,373,748 "," 863,028 ",0,0,,,
5090,BBL,Bat & Ball,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,," 11,562 "," 11,439 "," 18,932 "," 41,933 "," 11,562 "," 11,439 "," 18,932 "," 41,933 "," 83,866 "," 78,182 ", -   ,0,0,,,
3271,BTH,Bath Spa,South West,Bath And North East Somerset,Bath And North East Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 623,525 "," 1,930,218 "," 557,320 "," 3,111,063 "," 623,525 "," 1,930,218 "," 557,320 "," 3,111,063 "," 6,222,126 "," 5,990,276 "," 193,605 ",0,0,,,
9311,BHG,Bathgate,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,ScotRail,,,," 158,091 "," 241,137 "," 189,029 "," 588,257 "," 158,091 "," 241,137 "," 189,029 "," 588,257 "," 1,176,514 "," 1,060,712 ", -   ,1,0,Ongoing ramp up from opening of Airdrie-Bathgate line,,
8484,BTL,Batley,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 53,961 "," 56,235 "," 47,429 "," 157,625 "," 53,961 "," 56,235 "," 47,429 "," 157,625 "," 315,250 "," 296,046 ", -   ,0,0,,,
7909,BTT,Battersby,Yorkshire And The Humber,North Yorkshire,Hambleton,UKE2,North Yorkshire,Northern Rail,,,, 637 , 107 , -   , 744 , 637 , 107 , -   , 744 ," 1,488 "," 1,592 ", -   ,0,0,,,
5420,BAK,Battersea Park,London,Greater London,Wandsworth,UKI1,Inner London,Southern,,,London Travelcard Area Station," 197,943 "," 234,087 "," 776,577 "," 1,208,607 "," 197,943 "," 234,087 "," 776,577 "," 1,208,607 "," 2,417,214 "," 2,402,604 "," 3,758 ",0,0,,,
5215,BAT,Battle,South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southeastern,,,," 49,923 "," 112,380 "," 104,017 "," 266,320 "," 49,923 "," 112,380 "," 104,017 "," 266,320 "," 532,640 "," 456,658 ", -   ,1,0,As from May 2012 trains services are more frequent,https://en.wikipedia.org/wiki/Battle_railway_station,
6870,BLB,Battlesbridge,East,Essex,Chelmsford,UKH3,Essex,Abellio Greater Anglia,,,," 2,176 "," 2,881 "," 2,418 "," 7,475 "," 2,176 "," 2,881 "," 2,418 "," 7,475 "," 14,950 "," 14,810 ", -   ,0,0,,,
6006,BAY,Bayford,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,,,," 7,546 "," 8,812 "," 8,540 "," 24,898 "," 7,546 "," 8,812 "," 8,540 "," 24,898 "," 49,796 "," 41,358 ", -   ,1,0,High growth trend,,
3047,BCF,Beaconsfield,South East,Buckinghamshire,South Bucks,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 213,481 "," 201,701 "," 364,007 "," 779,189 "," 213,481 "," 201,701 "," 364,007 "," 779,189 "," 1,558,378 "," 1,490,066 ", -   ,0,0,,,
2420,BER,Bearley,West Midlands,Warwickshire,Stratford-On-Avon,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,, 262 , 125 , 224 , 611 , 262 , 125 , 224 , 611 ," 1,222 "," 1,220 ", -   ,0,0,,,
9966,BRN,Bearsden,Scotland,East Dunbartonshire,East Dunbartonshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 84,134 "," 118,163 "," 83,064 "," 285,361 "," 84,134 "," 118,163 "," 83,064 "," 285,361 "," 570,722 "," 537,886 ", -   ,0,0,,,
5091,BSD,Bearsted,South East,Kent,Maidstone,UKJ4,Kent,Southeastern,,,," 26,221 "," 61,308 "," 110,891 "," 198,420 "," 26,221 "," 61,308 "," 110,891 "," 198,420 "," 396,840 "," 391,478 ", -   ,0,0,,,
8822,BSL,Beasdale,Scotland,Highland,Highland,UKM4,Highlands and Islands,ScotRail,,,, 161 , 75 , -   , 236 , 161 , 75 , -   , 236 , 472 , 506 , -   ,0,0,,,
5890,BEU,Beaulieu Road,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 1,068 "," 2,167 ", 955 ," 4,190 "," 1,068 "," 2,167 ", 955 ," 4,190 "," 8,380 "," 10,730 ", -   ,1,0,Fairly low usage. A decline has resulted in a high percentage decrease,,
